video_id,exercise_id,repetition_number,window_start,window_end,correctness,err_0,err_1,err_2,err_3,err_4,err_5,err_6,err_7,err_8,err_9,err_10,err_11,err_12,err_13
PM_000,1,1,180,196,1,7.895855016171353,14.32303552124648,-1.197310087642265,-96.32166208107256,-0.7002261661762788,-3.768923676786052,0.6922757145636034,1.8420417003821719,-11.62092287308036,-7.946687685862428,-1.9609748711358765,-42.40002047783368,32.56198893680255,37.53660534196044
PM_000,1,1,188,204,1,6.854103035981275,13.334174464724015,-0.5670875522806815,-81.52026100443702,-0.4911298263665511,-4.961588233477714,0.9836274455490894,2.370283316953193,-10.58718580497378,-4.247295353404757,-1.3473558947544664,-59.807414572240916,32.33227382738667,37.40768590867977
PM_000,1,1,196,212,1,4.712682891575824,9.437740771780604,0.2901587500197198,-67.87967943600394,0.2887591383378396,-6.2532575501063175,1.3404598791189333,2.545382345791758,-9.047684525964623,-2.045470256048591,-0.9942226375962662,-53.634770919935036,33.72361238821462,35.849000212487425
PM_000,1,1,204,220,1,2.18019389260326,4.949463396989309,2.1370666130582525,-54.48488362143303,0.49636672410490945,-6.840278394866681,1.4967008073030357,2.609769715432382,-7.462326560968875,0.34246609616218304,-1.3556948071479322,-33.247662305535265,34.72531528709821,34.161055116142364
PM_000,1,1,212,228,1,0.4025840404520604,3.320986979792041,4.091701546952438,-39.678545029483814,-0.408893518550034,-6.4555577329705045,1.4037736344842404,2.836711569201489,-5.828482602462759,3.9956045741732984,-2.3280500607080565,-21.4298858901629,34.76804515817115,33.563138955211
PM_000,1,1,220,236,1,-0.3856102026318968,4.557210398445637,5.238524847160292,-26.517207622737544,-1.5150240498775531,-5.840896244574953,0.9344532666452317,2.8165118621324865,-4.72879414355392,5.277359651304144,-4.201958367976124,-17.10185942675154,34.96070147999721,36.09505815477969
PM_000,1,1,228,244,1,-0.12463886194768214,5.204320036648047,5.733757885367552,-17.81929841373763,-2.546008401084503,-5.335030424204154,0.26713631212439637,2.7758886982124302,-4.214897640707515,4.241816444620389,-5.291375671820587,-15.008712250972563,34.743196827241256,39.63528177372605
PM_000,1,1,236,252,1,0.49739677176514796,4.8753370325826015,5.739810726357389,-11.120516979930908,-3.0624050388471264,-4.917905095361521,-0.05912874726910644,2.7620827229217912,-3.5604355825271536,4.728940938809469,-5.077899729630074,-11.401958465835108,34.57683521880345,41.631326223978085
PM_000,1,1,244,260,1,0.13151975209122746,6.251184600418664,5.94673771761322,-5.5296145030584,-2.8465085552278815,-4.162783015711177,0.6499158061307249,2.242429043533468,-3.0205131729698333,5.5723381300872,-5.676496705925993,-8.520746281245849,34.766246448439304,40.88261854506913
PM_000,1,1,252,268,1,0.8365312004799588,7.079116458165032,5.2586406032238555,-2.0839651215788733,-2.4663392284029797,-3.17485507370467,1.7953374363484578,1.734206679503334,-2.6351321586189123,6.296142137528438,-6.347686083859456,-6.944853375181976,33.89512884155032,40.816017701270354
PM_000,1,1,260,276,1,1.6791716319945422,7.430606772910558,4.3486675445237974,0.25538407961027154,-2.007023538997869,-2.0991079290300636,2.0605116639407193,1.497708265342924,-2.7390548235547776,8.498895403876197,-5.816744399967645,-6.670141147102232,31.32058492502058,42.85227199267761
PM_000,1,1,268,284,1,1.9483418732969842,8.657600358744537,4.014247361306755,2.6781147116809487,-1.3636088443438013,-1.5453405441047625,1.5708182007726013,1.4601487065500542,-2.6479642405126027,10.331341382549413,-5.516799185962322,-7.144105123650428,28.738056281793536,41.59623493750707
PM_000,1,1,276,292,1,2.228570505142411,8.877624610102524,3.8672197439059346,4.122865958619187,-0.783093574584008,-1.747350342229355,1.140153130130697,1.125535108305014,-2.1796604142274543,9.37010444852514,-6.1776500768281934,-6.946540474714313,29.000805737651973,40.70722341731737
PM_000,1,1,284,300,1,1.5838399999682,8.686158054336218,4.080120774868885,2.3144795720667446,0.021579740842827988,-1.9653146085652615,0.9860110794036103,0.39855034249156596,-2.3745086568444593,6.7876623729037195,-6.5955991961268925,-7.231931795310439,30.212280325945077,42.61961440859439
PM_000,1,1,292,308,1,-0.17641020684469488,7.0306835725287815,4.6939595035147725,-6.063659746076474,0.19434844541913776,-2.1946104582438153,1.1100404370304648,0.13923592694089848,-3.025375657330591,4.440045082805466,-6.781202038993765,-10.175079225466526,30.13195974345724,42.278259489933205
PM_000,1,1,300,316,1,-2.9282792534932423,2.87929284089088,6.053312736155393,-21.647155430860792,-0.2054421539434106,-3.36255737390829,1.6330433258930963,0.7314954739963593,-4.592380322854378,-0.6972282833409364,-6.835978178680577,-14.522606121306353,30.71206436888629,41.453944923761995
PM_000,1,1,308,324,1,-2.4840048023221417,-0.004899915049431769,5.871409381320205,-41.97041876936831,-0.6121779312924591,-4.823496220060019,1.7180764947406182,1.4888086691796207,-7.2985575097686795,-5.498350961172024,-5.144948492805469,-21.670223126530537,31.88616348625242,41.82052987491836
PM_000,1,1,316,332,1,-0.06813661574993013,1.8214456531009127,3.774985260539367,-62.918997796906325,-1.1569296236176783,-5.374624486672282,1.640923073847171,2.0575321712988135,-9.9106299180201,-6.151807421218267,-2.939266256085693,-38.75214821655514,32.881261485185064,37.92463932277927
PM_000,1,1,324,340,1,1.2451750497751704,6.998946276604176,2.1075934058932986,-79.77407976109019,-1.4823296185309758,-5.407544076627596,1.9573739591142196,2.6922793581581814,-11.910280490079938,-5.691516891127369,-2.9485347109207947,-69.13774408459179,33.263814940888004,37.88592407213978
PM_000,1,1,332,348,1,2.9746956023641804,10.279258830895058,1.1482924164577395,-92.70131367037645,-1.4102248328774607,-5.142894482607122,1.966428266284165,2.732630741709958,-13.482830985674354,-5.578353301409524,-4.864081901804601,-68.08257389907345,32.48457842719221,42.142063634821085
PM_000,1,1,340,356,1,5.311897336405551,11.727237827362071,-0.1181899909754971,-103.6556408216879,-1.3119741283804913,-3.8504401932824592,1.5667697257608726,1.8063009269645391,-13.690259927294303,-7.9091144243665035,-6.170625977104249,-39.345430524107684,31.732314598454188,42.551934411598545
PM_000,1,1,348,364,1,6.596445097320718,17.707208166021427,-1.647011313300945,-109.89056518208534,-0.8782611522853987,-2.7513207863632516,1.1640526288758508,0.7823669926784032,-13.025559315385383,-10.589100985902178,-6.605111065197605,-31.157289602292224,33.069047162920405,38.28147039956548
PM_000,1,1,356,372,1,6.165390961513342,24.773172483203034,-2.5258212434892036,-111.34938333776078,0.2680865544843929,-3.192942381860677,1.017862407584916,0.2938356770585582,-13.000183789538237,-11.526640043653408,-6.738164855412272,-31.439599362526828,33.865503184952914,34.7372210532146
PM_000,1,2,378,394,1,4.752651464285272,26.805502845007652,-1.6889743539132724,-111.6352265500263,0.721495332454511,-2.9281523559469793,1.4616275022520497,-0.4051263803928986,-13.622262494256887,-11.867015365352028,-6.311660103159635,-29.978532720813746,34.98079877051107,33.98760477262299
PM_000,1,2,386,402,1,4.8812237856092295,23.035044864062606,-1.4411773686214546,-111.3701350158185,0.36494672211059687,-2.8710937599811643,1.3925492590961568,-0.04234532289928872,-13.444382010792927,-11.942558275805757,-6.284864288495902,-29.51169160415757,34.046306506071,34.85103319551004
PM_000,1,2,394,410,1,5.717934100034771,15.982605223205189,-1.3029188204090074,-106.68862881916871,-0.4063495781996025,-2.795323264025022,0.772989879552636,0.41706858539874325,-12.862674776908477,-10.917033590097663,-5.323598280123658,-32.34849375765033,31.913674975940822,36.44396232387263
PM_000,1,2,402,418,1,5.916790008360872,11.64796451379972,-1.2242295249110773,-94.24742259792667,-0.541420107966859,-3.7909645156344123,0.7104962522696638,1.4403587967190141,-12.07146371000989,-7.6589960196997495,-4.416477088434272,-48.54188326842316,31.241114994747598,37.669684383018144
PM_000,1,2,410,426,1,4.849218963846967,7.66244453134739,-0.8103251603563182,-76.79363944829231,-0.4284275680686278,-5.026444238366507,1.1163363234658057,2.289789858159642,-10.389578932387334,-4.672108544525831,-3.224063768617256,-50.999037455024066,32.319390895941375,36.272010124803835
PM_000,1,2,418,434,1,4.479557447118376,1.998778175264171,-0.3620972428642757,-55.393918805099865,-0.8605928404178798,-5.277992424001592,0.7751509831735497,2.1715435401308127,-7.530919771611618,-1.8102453317402407,-1.301518164082717,-31.164283536950432,34.15134715483998,35.85329481670726
PM_000,1,2,426,442,1,3.740756005493239,1.1107044283305392,1.2798243020205706,-30.282303936222238,-1.3762082866558192,-5.41870086658453,0.4788624834061963,2.2538692454262055,-4.589271084824001,2.3088465895718846,-2.5403017970160136,-17.191941463316923,34.1291945315607,37.21161958416255
PM_000,1,2,434,450,1,2.2401799317725644,3.729452070507561,3.8786272648201017,-9.973311892859456,-1.7576999564385378,-4.778791882801999,0.9862637770138889,2.173939417607336,-2.5385055094757565,4.390074933535502,-4.807522201962385,-10.171695702722527,33.23329015058043,39.712263653448346
PM_000,1,2,442,458,1,2.3013980281970685,6.768081888719285,5.038843467190942,3.7404416740397206,-1.4808990516182217,-2.561749315138199,1.3026474121487102,1.1453240452759932,-1.7117923826632824,5.631337522371441,-4.971457560303138,-5.990848635373384,31.59780990333823,42.230686732984054
PM_000,1,2,450,466,1,2.8446805921719474,8.142334713626612,5.453370715538909,16.206167327853425,-1.408476574494994,-0.4826930198321442,1.4910164836371376,0.05663220359505061,-1.5469315372218748,8.137741534205261,-6.443391664309081,-1.9530562411134085,28.48096377312789,41.86975528754299
PM_000,1,2,458,474,1,3.0172056795599556,7.472581579008246,5.69084955264108,28.601664325722183,-2.091730425131324,0.8409761052319897,1.2276335301619241,-1.063694960337779,-1.4189320908248408,9.346024641938964,-10.845306842331535,4.358564975234282,28.297096948364526,41.23740923560021
PM_000,1,2,466,482,1,3.0768675995250607,6.887063050590978,5.287331860802189,39.55980641945054,-2.4710415522761533,2.122163884615892,0.5822113541539835,-2.3351774673474264,-1.345140280826767,8.146943746875536,-14.131884125639802,10.876283534173075,29.441976457639292,40.11361184693811
PM_000,1,2,474,490,1,3.5373712635980095,4.617198366521949,4.637732165557127,46.90534984981933,-2.0823005302944857,2.659200807348043,0.7838123186797112,-2.830829691387727,-1.3473692672774806,6.3210869607063565,-14.869143909606352,16.736041206146687,29.750287783852166,38.04982455243814
